MSN,Year,Value,Column_Order,Description,Unit
HVICBUS,1999,48.658,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2000,42.183,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2001,32.5,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2002,38.908,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2003,42.752,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2004,32.537,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2005,31.951,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2006,28.756,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2007,15.715,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2008,16.514,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2009,18.235,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2010,16.27,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2011,17.477,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2012,22.393,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2013,33.04,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2014,12.192,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2015,13.135,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2016,11.717,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2017,12.736,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2018,10.461,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
HVICBUS,2019,9.202,1,Hydroelectric Power Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1949,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1950,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1951,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1952,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1953,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1954,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1955,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1956,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1957,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1958,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1959,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1960,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1961,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1962,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1963,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1964,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1965,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1966,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1967,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1968,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1969,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1970,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1971,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1972,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1973,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1974,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1975,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1976,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1977,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1978,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1979,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1980,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1981,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1982,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1983,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1984,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1985,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1986,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1987,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1988,Not Available,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1989,1.8,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1990,1.9,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1991,2.1,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1992,2.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1993,2.4,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1994,2.8,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1995,3,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1996,2.9,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1997,3.1,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1998,3,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,1999,4.1,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2000,4.4,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2001,4.76,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2002,4.787,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2003,3.4,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2004,3.8,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2005,4.3,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2006,4.4,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2007,4.7,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2008,5,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2009,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2010,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2011,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2012,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2013,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2014,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2015,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2016,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2017,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2018,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
GEICBUS,2019,4.2,2,Geothermal Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1949,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1950,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1951,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1952,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1953,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1954,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1955,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1956,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1957,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1958,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1959,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1960,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1961,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1962,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1963,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1964,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1965,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1966,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1967,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1968,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1969,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1970,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1971,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1972,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1973,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1974,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1975,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1976,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1977,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1978,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1979,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1980,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1981,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1982,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1983,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1984,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1985,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1986,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1987,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1988,Not Available,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1989,0.036,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1990,0.041,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1991,0.046,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1992,0.05,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1993,0.054,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1994,0.061,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1995,0.07,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1996,0.08,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1997,0.089,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1998,0.1,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,1999,0.117,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2000,0.132,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2001,0.162,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2002,0.189,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2003,0.22,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2004,0.269,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2005,0.403,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2006,0.583,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2007,0.821,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2008,1.315,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2009,1.751,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2010,2.69,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2011,4.411,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2012,7.196,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2013,8.665,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2014,10.992,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2015,13.722,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2016,19.269,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2017,22.168,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2018,24.429,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
SOICBUS,2019,27.839,3,Solar Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1949,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1950,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1951,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1952,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1953,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1954,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1955,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1956,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1957,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1958,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1959,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1960,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1961,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1962,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1963,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1964,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1965,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1966,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1967,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1968,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1969,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1970,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1971,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1972,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1973,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1974,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1975,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1976,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1977,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1978,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1979,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1980,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1981,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1982,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1983,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1984,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1985,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1986,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1987,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1988,Not Available,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1989,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1990,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1991,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1992,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1993,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1994,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1995,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1996,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1997,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1998,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,1999,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2000,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2001,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2002,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2003,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2004,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2005,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2006,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2007,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2008,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2009,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2010,No Data Reported,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2011,0.047,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2012,0.182,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2013,0.356,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2014,0.503,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2015,0.497,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2016,0.653,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2017,0.778,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2018,0.882,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WYICBUS,2019,0.887,4,Wind Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1949,468.287,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1950,532.237,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1951,552.928,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1952,551.656,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1953,565.897,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1954,576.2,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1955,631.137,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1956,661.409,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1957,616.431,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1958,619.647,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1959,691.973,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1960,679.864,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1961,695.413,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1962,728.179,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1963,774.843,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1964,826.735,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1965,854.943,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1966,901.916,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1967,894.658,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
WDICBUS,1968,981.948,5,Wood Energy Consumed by the Industrial Sector,Trillion Btu
