Date,BAM,COP,ETN,NEE,OKE,PXD
1/4/2010,9.43,40.08,32.16,13.31,19.95,50.98
1/5/2010,9.58,40.12,31.97,13.18,19.78,51
1/6/2010,9.48,40.41,31.83,13.31,19.89,51.89
1/7/2010,9.5,40.25,32.3,13.28,19.76,52.35
1/8/2010,9.55,40.6,33.03,13.16,19.87,53.25
1/11/2010,9.42,40.84,34.53,13.15,20.31,52.28
1/12/2010,9.27,39.97,34.1,12.83,20.02,51.14
1/13/2010,9.44,40.22,34.45,12.88,20.1,51.9
1/14/2010,9.4,40.39,34.51,12.5,19.98,52.53
1/15/2010,9.33,40.42,33.88,12.64,19.66,50.53
1/19/2010,9.3,40.94,34.9,12.72,20.12,50.26
1/20/2010,9.16,40.45,34.2,12.5,20.12,49.53
1/21/2010,8.93,39.82,33.37,12.26,19.95,48.13
1/22/2010,8.9,38.57,32.94,12.04,19.61,46.53
1/25/2010,8.9,38.69,32.29,11.94,19.79,46.92
1/26/2010,8.72,38.44,32.07,12.31,19.84,45.94
1/27/2010,8.67,37.97,31.66,12.44,19.22,45.4
1/28/2010,8.56,36.86,31.27,12.25,19.01,45.23
1/29/2010,8.5,36.59,30.62,12.19,18.47,43.98
2/1/2010,8.6,37.41,32.19,12.31,18.86,45.84
2/2/2010,8.8,38.23,32.58,12.4,18.95,46.78
2/3/2010,8.84,38.11,32.39,12.35,18.8,45.87
2/4/2010,8.77,36.71,30.96,12.01,18.11,44.12
2/5/2010,8.96,36.58,31,11.85,17.84,43.62
2/8/2010,8.83,36.11,30.99,11.72,17.78,44.27
2/9/2010,8.96,36.96,31.93,11.62,18.1,46.31
2/10/2010,8.99,36.79,31.77,11.48,17.99,45.37
2/11/2010,9.14,37.28,32.42,11.49,18.22,47.33
2/12/2010,9.18,37.1,32.51,11.39,18.24,47.1
2/16/2010,9.36,38.06,33.32,11.6,18.58,48.8
2/17/2010,9.57,37.58,33.52,11.44,18.7,48.73
2/18/2010,9.71,37.25,33.81,11.44,18.69,49.26
2/19/2010,9.83,37.28,33.86,11.72,18.82,49.49
2/22/2010,9.77,37.12,33.72,11.71,19.03,48.02
2/23/2010,9.66,36.48,33.19,11.7,18.8,46.18
2/24/2010,9.64,36.86,33.41,11.77,19.22,46.3
2/25/2010,9.88,36.82,33.48,11.72,19.33,46.67
2/26/2010,10.01,36.59,34.06,11.59,19.4,46.65
3/1/2010,10.12,37.29,35,11.85,19.81,47.15
3/2/2010,10.13,37.89,35.01,11.8,19.95,47.84
3/3/2010,10.17,37.64,35.77,11.73,20.08,48
3/4/2010,10.2,37.61,35.77,11.81,20.51,47.69
3/5/2010,10.33,38.43,36.57,11.91,20.53,48.98
3/8/2010,10.34,38.67,36.3,11.94,20.3,48.54
3/9/2010,10.39,38.76,36.21,11.76,20.41,49.43
3/10/2010,10.33,39.24,36.23,11.74,20.53,50.97
3/11/2010,10.43,39.11,36.27,11.84,20.64,51.09
3/12/2010,10.47,39.4,37.21,11.77,20.42,52.78
3/15/2010,10.49,39.37,36.98,11.83,20.38,52.1
3/16/2010,10.56,39.77,37.28,11.96,20.42,53.75
3/17/2010,10.69,40.39,37.45,12.01,20.47,53.29
3/18/2010,10.67,40.18,37.55,11.99,20.49,53.07
3/19/2010,10.41,39.92,37.08,12.04,20.11,53.03
3/22/2010,10.58,39.72,37.83,11.96,20.07,52.6
3/23/2010,10.64,40.03,38.16,11.96,20.32,53.79
3/24/2010,10.59,40.04,37.41,11.82,20.2,53.9
3/25/2010,10.74,39.28,37.23,11.86,19.99,53.36
3/26/2010,10.76,38.89,37.28,11.95,19.83,52.84
3/29/2010,10.92,38.99,38.05,12.15,20.16,54.42
3/30/2010,10.75,39.08,38.21,11.92,20.17,54.73
3/31/2010,10.75,39.01,37.89,12.08,19.98,56.32
4/1/2010,10.9,39.66,38.03,12.21,20.47,59.15
4/5/2010,10.88,40.62,38.45,12.24,20.77,61.4
4/6/2010,10.91,40.63,38.83,12.3,21.01,60.96
4/7/2010,10.84,40.33,39.22,12.28,20.84,59.58
4/8/2010,10.72,41.12,39.24,12.26,20.62,60.21
4/9/2010,10.72,42.17,40.1,12.43,20.83,60.99
4/12/2010,10.67,42.66,39.97,12.44,20.9,60.84
4/13/2010,10.75,42.44,39.69,12.37,20.81,62.02
4/14/2010,10.82,43.37,39.96,12.15,20.96,62.69
4/15/2010,10.81,43.5,40.16,12.21,20.95,62.39
4/16/2010,10.63,42.73,39.7,12.11,20.77,60.74
4/19/2010,10.59,43.18,39.58,12.1,20.74,61.4
4/20/2010,10.8,43.76,39.16,12.51,21.23,63.3
4/21/2010,10.9,43.62,39.05,12.59,21.26,63.28
4/22/2010,10.76,43.44,39.36,12.73,21.53,64.8
4/23/2010,10.97,44.28,39.6,12.83,21.9,66.09
4/26/2010,10.96,44.44,39.42,12.77,21.97,66.09
4/27/2010,10.76,43.86,38.52,12.51,21.25,62.55
4/28/2010,10.74,44.63,38.56,12.69,21.39,63.14
4/29/2010,11.11,45.05,39.51,12.67,21.54,63.92
4/30/2010,10.72,45.12,38.58,13.01,21.51,64.13
5/3/2010,10.86,45.51,39.23,13.17,22.2,66.23
5/4/2010,10.49,44.22,37.45,12.86,21.78,64.13
5/5/2010,10.34,43.27,37.51,12.74,21.22,62.86
5/6/2010,10.07,42,35.62,12.77,20.31,61.43
5/7/2010,10.47,41.68,35.13,12.81,20.13,58.5
5/10/2010,10.68,43.2,37.41,13.16,21.21,63.89
5/11/2010,10.67,43.67,37.51,13.17,21.37,63.85
5/12/2010,10.78,43.97,38.5,13.22,21.7,65.5
5/13/2010,10.76,43.41,38.08,13.21,21.32,64.82
5/14/2010,10.55,42.57,36.96,13.18,20.68,62.91
5/17/2010,10.64,42.07,36.92,13.16,20.56,60.93
5/18/2010,10.47,41.68,36.31,13.08,20.13,60.52
5/19/2010,10.31,41.1,35.19,13.01,19.82,59.53
5/20/2010,9.81,38.82,33.8,12.54,18.78,56.4
5/21/2010,10,39.24,34.66,12.65,18.92,59.45
5/24/2010,9.79,38.2,34.53,12.58,18.73,58.08
5/25/2010,9.87,38.06,34.45,12.38,18.38,58.6
5/26/2010,9.83,37.79,34.14,12.11,18.8,60
5/27/2010,10.25,39.8,35.24,12.45,19.53,63.49
5/28/2010,10.07,39.53,34.98,12.48,19.47,63.7
6/1/2010,9.94,38.37,34.06,12.24,18.75,61.74
6/2/2010,10.29,40.01,35.32,12.42,19.59,65.78
6/3/2010,10.37,39.63,35.82,12.55,19.82,67.51
6/4/2010,9.82,38.16,33.59,12.16,18.98,63.24
6/7/2010,9.81,37.8,33.21,12.26,18.59,62.3
6/8/2010,9.82,38.76,33.74,12.23,18.87,63.95
6/9/2010,9.83,38.66,33.6,12.1,18.92,64.56
6/10/2010,10.11,40.69,35.43,12.58,19.72,68.87
6/11/2010,10.07,40.78,35.27,12.5,19.83,70.1
6/14/2010,10.17,40.25,35.7,12.63,19.96,69.64
6/15/2010,10.47,41.39,37.23,12.83,20.54,71.03
6/16/2010,10.42,41.52,36.78,12.92,20.47,71.66
6/17/2010,10.42,42.06,37.1,13.09,20.61,71.52
6/18/2010,10.37,42.7,37.16,13.13,20.57,71.65
6/21/2010,10.48,42.54,37.16,12.98,20.56,71.03
6/22/2010,10.22,41.52,35.79,12.68,19.91,66.97
6/23/2010,10.06,40.79,35.53,12.55,19.48,67.19
6/24/2010,9.9,40.03,34.71,12.4,19.44,64.97
6/25/2010,10.01,39.58,35.1,12.31,19.79,65.24
6/28/2010,9.96,39.02,34.62,12.3,20.02,63.93
6/29/2010,9.67,37.99,32.99,12.09,19.13,60.52
6/30/2010,9.57,37.42,32.72,12.19,18.93,59.45
7/1/2010,9.29,37.25,32.28,12.24,18.62,58.92
7/2/2010,9.32,37.22,31.85,12.24,18.51,57.26
7/6/2010,9.41,37.51,31.79,12.35,18.76,56.96
7/7/2010,9.59,39,32.88,12.7,19.31,59.21
7/8/2010,9.64,39.3,33.28,12.75,19.65,60.36
7/9/2010,9.82,39.87,33.75,12.86,19.86,60.87
7/12/2010,9.89,39.72,33.3,12.98,19.8,60.69
7/13/2010,10.13,40.57,34.26,13.07,20.14,62.27
7/14/2010,10.29,40.25,34.35,13.03,20,62.05
7/15/2010,10.32,40.3,34.48,13.24,20.13,61.45
7/16/2010,10.03,39.53,33.6,13.15,19.73,58.85
7/19/2010,10.15,39.52,33.76,13.19,19.83,59.27
7/20/2010,10.38,40.14,34.53,13.18,20.08,60.53
7/21/2010,10.18,39.73,36.57,13.03,19.72,59.64
7/22/2010,10.54,40.61,37.38,13.21,19.97,59.59
7/23/2010,10.55,41.01,38.62,13.2,20.12,58.84
7/26/2010,10.72,41.49,38.71,13.21,20.6,60.19
7/27/2010,10.69,41.5,38.8,13.45,20.97,59.06
7/28/2010,10.57,41.5,38.53,13.27,20.59,59.31
7/29/2010,10.55,41.59,38.73,13.13,20.35,58.4
7/30/2010,10.61,42.1,39.23,13.08,20.37,57.92
8/2/2010,10.89,43.86,39.83,13.5,20.95,60.9
8/3/2010,10.93,43.88,39.7,13.44,20.75,61.47
8/4/2010,10.93,43.77,40.33,13.4,20.73,61.51
8/5/2010,11.05,43.99,39.88,13.32,20.66,61.39
8/6/2010,10.88,43.4,39.58,13.43,20.42,60.35
8/9/2010,11.3,43.69,39.56,13.37,20.54,60.5
8/10/2010,11.06,43.35,39.53,13.44,20.47,59.69
8/11/2010,10.68,42.32,38.23,13.17,19.74,57.64
8/12/2010,10.58,42.19,37.84,13.02,19.65,56.47
8/13/2010,10.7,41.94,37.64,13.01,19.79,56.37
8/16/2010,10.73,41.87,37.71,13.04,19.69,55.84
8/17/2010,11.02,42.59,38.38,13.12,20.03,58.01
8/18/2010,11.02,42.25,37.73,13.14,19.89,58.58
8/19/2010,10.82,41.71,36.69,12.96,19.52,58
8/20/2010,10.77,41.08,36.52,13.32,19.26,57.95
8/23/2010,10.72,40.94,36.24,13.43,19.16,58.48
8/24/2010,10.44,40.73,35.33,13.57,19,57.24
8/25/2010,10.56,40.75,34.99,13.32,19.07,57.41
8/26/2010,10.6,39.95,35.08,13.26,19.04,57.12
8/27/2010,10.86,40.72,35.93,13.47,19.4,58.95
8/30/2010,10.74,40.15,35.03,13.32,18.91,58.13
8/31/2010,10.84,39.97,34.74,13.43,18.78,57.82
9/1/2010,11.24,41.21,37.43,13.66,19.36,60.38
9/2/2010,11.36,41.49,38.03,13.66,19.28,61.25
9/3/2010,11.54,41.97,38.25,13.66,19.62,62.5
9/7/2010,11.25,40.91,37.69,13.57,19.09,61.83
9/8/2010,11.39,41.41,38.53,13.57,19.21,63.1
9/9/2010,11.32,41.72,38.66,13.65,19.4,63.62
9/10/2010,11.46,41.74,39.28,13.79,19.46,64.77
9/13/2010,11.59,42.22,40.1,13.86,19.49,65.11
9/14/2010,11.61,42.21,40.22,13.76,19.53,65.02
9/15/2010,11.6,42.35,39.62,13.44,19.43,65.35
9/16/2010,11.56,42.2,39.86,13.47,19.35,64.85
9/17/2010,11.58,42.13,39.92,13.44,19.23,65.38
9/20/2010,11.71,43.32,40.62,13.63,19.42,66.89
9/21/2010,11.68,43.09,40.92,13.52,19.27,66.46
9/22/2010,11.6,42.74,40.57,13.58,19.34,65.79
9/23/2010,11.43,42.1,40.02,13.39,19.21,66.03
9/24/2010,11.66,42.96,41.21,13.63,19.62,64.76
9/27/2010,11.6,42.89,40.96,13.67,19.48,64.36
9/28/2010,11.9,43.52,41.24,13.75,19.52,64.26
9/29/2010,11.84,43.73,41.34,13.67,19.49,65.37
9/30/2010,12,43.78,41.25,13.6,19.72,65.03
10/1/2010,12.12,44.11,41.27,13.6,19.98,66.06
10/4/2010,12.03,43.65,40.65,13.5,20.05,65.56
10/5/2010,12.2,44.82,41.71,13.6,20.91,69.33
10/6/2010,12.19,45.41,41.44,13.68,20.74,69.2
10/7/2010,12.16,45.52,41.49,13.73,20.95,68.71
10/8/2010,12.34,45.44,41.61,13.73,21.07,71.67
10/11/2010,12.22,45.58,41.34,13.75,21.09,71.57
10/12/2010,12.43,45.44,41.4,13.81,21.1,71.86
10/13/2010,12.63,45.84,42.05,13.87,21.36,73.87
10/14/2010,12.63,45.98,41.82,13.84,21.39,72.91
10/15/2010,12.61,46.33,41.94,13.83,21.59,73.57
10/18/2010,12.68,46.7,42.15,13.96,21.65,73.55
10/19/2010,12.48,45.74,41.71,13.88,21.16,71.53
10/20/2010,12.87,46.71,43.41,14.01,21.54,72.37
10/21/2010,12.86,46.59,44.05,13.9,21.54,71.84
10/22/2010,12.82,47.01,43.94,13.86,21.93,72.61
10/25/2010,12.88,46.76,44.13,13.71,21.96,73.19
10/26/2010,12.86,46.78,43.77,13.81,21.92,72
10/27/2010,12.58,45.8,43.67,13.68,21.75,69.9
10/28/2010,12.48,45.42,44.03,13.76,21.74,69.18
10/29/2010,12.57,45.27,44.42,13.76,21.81,69.8
11/1/2010,12.66,44.94,44.24,13.48,21.83,71
11/2/2010,12.66,45.24,45.25,13.6,22.04,72.58
11/3/2010,12.61,45.29,45.86,13.66,22.05,73.37
11/4/2010,13.04,46.69,46.63,13.75,22.25,75.24
11/5/2010,13.35,47.12,46.94,13.68,22.38,76.32
11/8/2010,13.34,47.58,46.68,13.61,22.38,76.82
11/9/2010,13.07,47.29,46.58,13.61,22.2,76.95
11/10/2010,13.15,48.19,46.8,13.53,22.37,77.66
11/11/2010,13.1,47.94,47.06,13.47,22.45,78.03
11/12/2010,12.62,47.58,47.13,13.41,22.72,77
11/15/2010,12.69,47.32,47.1,13.39,22.74,77.11
11/16/2010,12.39,46.46,46.62,13.14,22.09,76.34
11/17/2010,12.47,46.36,46.22,13.05,22.04,76.78
11/18/2010,12.69,47.07,47.89,13.09,22.18,78.78
11/19/2010,12.74,47.2,48.24,12.99,22.26,80.06
11/22/2010,12.72,46.88,48.72,13.02,22.49,79.53
11/23/2010,12.43,46.14,47.91,12.79,22.32,77.45
11/24/2010,12.71,46.84,49.06,12.87,22.63,79.25
11/26/2010,12.58,46.36,49,12.7,22.41,78.29
11/29/2010,12.52,46.26,48.31,12.68,22.37,80.15
11/30/2010,12.36,45.87,48.2,12.66,22.37,80.11
12/1/2010,12.66,47.61,49.45,12.73,22.52,84.27
12/2/2010,12.97,48.56,49.88,12.81,22.99,83.92
12/3/2010,13.09,48.73,49.82,12.78,23.19,84.05
12/6/2010,13.14,48.93,49.88,12.73,23.31,84.79
12/7/2010,13.17,49.07,50.26,12.71,23.36,84.55
12/8/2010,13.13,49.25,49.84,12.72,23.61,83.24
12/9/2010,13.14,49.3,49.69,12.77,23.72,83.25
12/10/2010,13.14,49.23,49.46,13,23.75,84.29
12/13/2010,13.29,49.91,49.21,13.02,23.74,84.2
12/14/2010,13.27,50.05,49.45,12.86,23.95,84.64
12/15/2010,13.42,49.64,49.62,12.71,23.55,84.6
12/16/2010,13.33,50.06,50.45,12.81,23.57,85.37
12/17/2010,13.25,49.6,50.02,12.92,23.71,85.06
12/20/2010,13.33,50.31,50.52,12.88,24.01,85.61
12/21/2010,13.68,50.79,51.08,12.78,24.08,87.26
12/22/2010,13.74,51.1,51.09,13.02,24.19,87.51
12/23/2010,13.69,51.14,50.74,13.04,24.27,86.62
12/27/2010,13.8,51.19,50.82,13.04,24.26,86.06
12/28/2010,13.76,51.49,50.69,13.07,24.3,85.85
12/29/2010,14.06,51.78,50.7,13.02,24.36,87.53
12/30/2010,13.98,51.84,50.58,12.99,24.38,86.94
12/31/2010,14.08,51.91,50.76,13,24.28,86.82
1/3/2011,14.14,52.02,51.84,13.06,24.7,88.38
1/4/2011,14,51.75,51.61,13.19,24.35,87.52
1/5/2011,14,51.49,51.98,13.09,24.24,88.15
1/6/2011,13.83,51.05,51.3,13.03,24.38,87.98
1/7/2011,13.71,51.16,51.3,13.06,24.43,87.88
1/10/2011,13.62,50.98,51.34,13.23,24.33,87.86
1/11/2011,13.68,51.97,51.99,13.19,24.75,89.87
1/12/2011,13.71,52.36,52.72,13.41,25.12,91.89
1/13/2011,13.78,51.27,51.89,13.44,25.26,92.64
1/14/2011,13.95,51.62,52.08,13.54,25.29,93.41
1/18/2011,14.18,51.91,53.05,13.58,25.31,93.61
1/19/2011,14.01,51.66,52.11,13.52,25.2,91.95
1/20/2011,13.91,51.24,50.11,13.56,25.49,90.44
1/21/2011,14.02,51.58,51.23,13.61,25.61,89.85
1/24/2011,14.06,51.91,51.35,13.54,25.82,90.51
1/25/2011,13.96,51.44,51.62,13.64,25.62,88.45
1/26/2011,14.2,52.79,52.31,13.55,25.88,91.36
1/27/2011,13.98,52.9,53.23,13.6,25.86,89.38
1/28/2011,13.68,53.79,52.13,13.51,25.72,91.15
1/31/2011,13.8,54.48,53.98,13.37,25.78,95.16
2/1/2011,13.97,54.67,54.58,13.63,25.92,95.53
2/2/2011,14,54.97,54.43,13.72,25.76,95.52
2/3/2011,14,54.91,54.5,13.75,25.9,94.83
2/4/2011,14.01,54.64,54.78,13.69,25.83,95.75
2/7/2011,13.95,55.11,54.62,13.8,26.05,95
2/8/2011,13.9,54.89,55.57,13.86,26.05,93.97
2/9/2011,13.78,53.87,55.39,13.81,25.9,94.28
2/10/2011,13.71,53.42,55.97,13.81,26.17,96.33
2/11/2011,13.79,54.57,56.22,13.77,26.4,96.4
2/14/2011,13.78,56.24,55.84,13.68,26.53,98.69
2/15/2011,13.66,56.03,54.95,13.69,26.84,97.76
2/16/2011,13.61,57.14,55.71,13.59,27.14,99.86
2/17/2011,13.68,57.57,55.44,13.56,27.61,100.54
2/18/2011,13.76,58.41,55.46,13.65,28.3,99.23
2/22/2011,13.5,58.4,53.71,13.66,27.72,98.72
2/23/2011,13.62,59.9,52.76,13.59,27.74,100.67
2/24/2011,13.72,58.91,52.45,13.6,27.61,100.4
2/25/2011,13.98,58.91,53.47,13.67,28.02,102.86
2/28/2011,14.34,59.36,55.39,13.87,28.26,102.34
3/1/2011,13.84,59.33,53.55,13.53,27.79,99.27
3/2/2011,13.75,59.65,54.08,13.45,27.88,99.35
3/3/2011,13.55,60.64,55.84,13.61,28.36,100.02
3/4/2011,13.36,60.97,54.35,13.69,28.25,100
3/7/2011,13.32,60.38,53.03,13.66,28.05,99.28
3/8/2011,13.55,59.7,53.76,13.83,28.41,97.45
3/9/2011,13.52,59.49,52.67,13.94,28.61,97.37
3/10/2011,13.22,57.31,51.24,13.84,28.46,94.5
3/11/2011,13.36,58.17,51.62,13.92,28.6,95.07
3/14/2011,13.3,57.81,51.53,13.77,28.27,97.14
3/15/2011,13.02,57.16,51.02,13.44,27.5,96.95
3/16/2011,12.88,56.21,50.3,13.15,27.23,95.75
3/17/2011,13.05,58.49,51.35,13.21,27.8,99.69
3/18/2011,13.32,57.44,51.75,13.19,28.03,98.72
3/21/2011,13.45,59.12,53.17,13.44,28.96,100.94
3/22/2011,13.38,58.87,52.48,13.47,28.9,99.8
3/23/2011,13.3,59.87,52.38,13.42,28.92,98
3/24/2011,13.32,60.76,53.42,13.51,28.66,99.35
3/25/2011,13.31,61.17,54.01,13.53,28.92,100.04
3/28/2011,13.26,60.66,54.01,13.44,28.77,99.9
3/29/2011,13.42,60.08,54.39,13.67,28.59,102.77
3/30/2011,13.65,61.51,54.82,13.75,28.86,102.81
3/31/2011,13.73,60.88,55.44,13.78,29.28,101.92
4/1/2011,13.78,60.74,55.91,13.98,29.49,103.81
4/4/2011,13.9,60.74,55.6,14.05,29.57,104.66
4/5/2011,13.81,61.23,55.22,14.08,29.47,104.03
4/6/2011,13.91,61.31,55.1,14.14,29.01,102.34
4/7/2011,13.54,61.29,54.99,14.01,28.76,103.75
4/8/2011,13.71,61.59,54.26,14,28.65,104.38
4/11/2011,13.56,61.08,53.58,13.79,28.41,102.33
4/12/2011,13.37,58.82,52.5,13.78,28.19,97.19
4/13/2011,13.27,59.2,52.3,13.74,28.21,97.4
4/14/2011,13.39,59.67,52.37,13.79,28.21,98.24
4/15/2011,13.34,60.31,52.35,13.78,28.47,100.04
4/18/2011,13.47,59.16,51.57,13.73,28.12,98.5
4/19/2011,13.54,59.58,52.63,13.72,28.17,99.32
4/20/2011,13.75,60.98,53.5,13.92,29.13,102
4/21/2011,13.89,61.54,53.89,13.88,29.28,100.94
4/25/2011,13.81,61.35,53.61,13.87,29.41,100.37
4/26/2011,14.08,61.91,54.91,14.01,29.98,100.5
4/27/2011,14.03,60.86,55.55,14.05,30.03,100.88
4/28/2011,14.18,59.04,54.59,14.21,30.25,100.12
4/29/2011,14.22,60.14,53.56,14.14,30.61,102.23
5/2/2011,14.32,59.06,53.13,14.15,30.53,101.2
5/3/2011,13.94,56.82,52.39,14.34,30.43,96.22
5/4/2011,13.79,56.14,52.27,14.36,29.52,92.33
5/5/2011,13.78,54.86,51.55,14.26,29.56,88.71
5/6/2011,13.99,55.6,51.78,14.35,30.41,89.08
5/9/2011,14.11,56.2,51.76,14.41,30.81,93.92
5/10/2011,14.28,56.87,52.02,14.59,31.03,95.2
5/11/2011,13.89,55.28,52.04,14.56,30.51,93.21
5/12/2011,13.83,54.52,52.66,14.72,30.4,92.97
5/13/2011,13.66,54.45,51.92,14.66,30.3,92.15
5/16/2011,13.73,54.45,51.54,14.52,30.25,89.95
5/17/2011,13.89,54.54,49.65,14.65,30.24,89.44
5/18/2011,14.16,55.5,50.08,14.63,30.92,91.83
5/19/2011,14.2,55.42,51.38,14.6,30.92,90.96
5/20/2011,14,55.35,50.97,14.45,30.89,90.94
5/23/2011,13.73,54.38,49.79,14.4,30.62,89.22
5/24/2011,13.63,54.82,49.71,14.35,30.55,90.73
5/25/2011,13.82,54.86,50.41,14.25,30.83,91.3
5/26/2011,13.9,55.15,50.67,14.28,30.63,91.12
5/27/2011,13.92,55.37,51.38,14.34,30.65,91.14
5/31/2011,13.9,55.82,51.67,14.49,31.12,91.82
6/1/2011,13.76,55.15,49.22,14.19,30.82,91.28
6/2/2011,13.83,55,50.04,14.05,30.65,91.55
6/3/2011,13.85,55.18,48.91,13.92,30.51,91.18
6/6/2011,13.66,54.06,48.29,13.85,29.94,88.08
6/7/2011,13.61,54.03,47.57,13.85,30.17,88
6/8/2011,13.41,54.48,46.25,13.88,30.25,86.95
6/9/2011,13.46,55.28,46.81,13.91,30.44,88.39
6/10/2011,13.2,54.5,45.81,13.87,30.22,86.43
6/13/2011,13.19,53.93,46.3,13.98,30.13,83.66
6/14/2011,13.61,54.79,47.41,13.97,30.51,85.46
6/15/2011,13.3,53.8,46.52,13.87,30.08,84.23
6/16/2011,13.34,54.6,46.71,14.04,29.95,84.8
6/17/2011,13.62,54.83,47,14.16,30.37,84.4
6/20/2011,13.65,55.09,47.41,14.26,30.94,84.49
6/21/2011,13.75,56.21,48.69,14.24,31.43,87.07
6/22/2011,13.74,55.87,48.38,14.18,31.52,86.36
6/23/2011,13.68,55.65,48.85,14.1,31.66,85.84
6/24/2011,13.36,54.45,48.19,14.15,32.07,84.44
6/27/2011,13.55,54.72,48.23,14.25,32.17,85.07
6/28/2011,13.6,55.85,49.47,14.27,32.04,87.14
6/29/2011,13.79,56.43,50.15,14.31,32.34,88.87
6/30/2011,14.03,57.32,51.45,14.37,32.4,89.57
7/1/2011,14.09,57.84,52.65,14.55,32.98,90.1
7/5/2011,14.13,57.82,52.32,14.42,32.93,90.99
7/6/2011,14.08,57.96,51.94,14.44,33.06,91.28
7/7/2011,14.19,58.51,52.88,14.51,33,92.51
7/8/2011,14.17,57.87,52.53,14.43,32.94,91.14
7/11/2011,13.92,56.95,51.6,14.29,32.41,87.57
7/12/2011,13.84,56.67,51.47,14.32,32.34,87.37
7/13/2011,13.92,56.72,52.11,14.3,32.3,87.63
7/14/2011,13.77,57.64,51.05,14.25,32.23,86.09
7/15/2011,13.86,58.26,51.33,14.2,32.57,95.03
7/18/2011,13.46,57.51,50.59,14.09,32.37,93.36
7/19/2011,13.69,57.5,51.45,14.19,32.76,97.41
7/20/2011,13.62,57.26,51.1,14.24,32.62,97.02
7/21/2011,13.87,57.79,51.55,14.47,33.25,98.39
7/22/2011,13.67,57.37,51.16,14.37,33.11,99.53
7/25/2011,13.62,56.83,52.59,14.39,32.91,98.4
7/26/2011,13.58,56.11,50.83,14.34,32.69,97.56
7/27/2011,13.43,55.75,49.3,14.16,32.32,94.86
7/28/2011,13.4,55.47,48.02,14.06,31.94,93.2
7/29/2011,13.33,54.88,47.95,13.81,31.86,92.99
8/1/2011,13.27,54.88,47.54,13.85,31.84,93
8/2/2011,12.82,53.84,45.2,13.56,31.3,88.99
8/3/2011,12.74,53.79,45.48,13.51,30.27,87.59
8/4/2011,12.12,51.01,41.94,13.12,28.22,81.09
8/5/2011,12.05,51.65,42.35,13.2,27.88,78.58
8/8/2011,11.36,47.2,37.97,12.54,25.96,70.58
8/9/2011,12.25,49.22,40.75,12.99,27.8,76.14
8/10/2011,11.83,47.81,39.01,12.55,27.25,73.42
8/11/2011,12.59,49.95,40.65,13.11,28.93,77.4
8/12/2011,12.55,50.35,41.81,13.17,29.03,77.55
8/15/2011,12.81,51.44,42.68,13.69,29.85,80.66
8/16/2011,12.67,50.72,42.24,13.67,29.84,79.14
8/17/2011,12.67,50.94,41.54,13.76,29.94,78.94
8/18/2011,12.17,48.63,38.7,13.65,29.17,73.75
8/19/2011,11.96,48.48,37.9,13.57,28.79,71.91
8/22/2011,11.87,48.28,37.86,13.53,28.61,71.5
8/23/2011,12.06,50.09,39.33,13.78,29.46,73.82
8/24/2011,12.08,50.4,40.7,14.01,29.92,74.48
8/25/2011,12.02,49.38,39.42,13.8,29.49,72.48
8/26/2011,12.04,49.94,40.23,13.85,30.12,74.09
8/29/2011,12.39,51.67,42.1,14.07,31.04,76.22
8/30/2011,12.4,51.72,42.75,14.11,31.07,76.48
8/31/2011,12.53,51.89,42.95,14.18,31.03,78.17
9/1/2011,12.44,51.81,42.05,14.18,31.06,78.19
9/2/2011,12.17,50.65,40.32,13.91,30.01,74.39
9/6/2011,11.99,50.08,40.05,13.76,29.56,73.11
9/7/2011,12.33,51.31,41.23,13.75,30.36,77.13
9/8/2011,12.22,50.22,39.86,13.67,29.93,75.54
9/9/2011,11.69,48.96,38.66,13.4,29.09,72.7
9/12/2011,11.74,48.97,38.46,13.53,28.83,72.94
9/13/2011,11.75,49.37,39.31,13.4,29.33,73.97
9/14/2011,12.01,50.29,40.19,13.46,29.6,75.42
9/15/2011,12.38,51.01,41.22,13.59,29.87,78.99
9/16/2011,12.32,51.3,39.74,13.82,29.88,80.63
9/19/2011,11.91,50.9,39.77,13.69,29.74,77.71
9/20/2011,11.95,51.08,38.56,13.92,29.79,76.28
9/21/2011,11.38,49.51,36.21,13.7,29.07,74.34
9/22/2011,11.06,47.93,34.81,13.34,28.17,68.44
9/23/2011,11.24,47.65,34.73,13.45,28.18,67.56
9/26/2011,11.55,48.89,35.85,13.6,28.67,70.3
9/27/2011,11.97,48.99,37.13,13.64,29.57,71.98
9/28/2011,11.52,48.2,36.39,13.46,29.22,68.66
9/29/2011,11.76,49.07,36.81,13.63,29.62,68.5
9/30/2011,11.65,48.27,35.5,13.51,28.91,65.77
10/3/2011,11.15,46.49,34.16,13.22,28.25,61.82
10/4/2011,10.98,47.47,35.75,13.25,28.11,65.31
10/5/2011,11.14,48.74,37.54,13.26,28.81,68.23
10/6/2011,11.35,49.06,38.99,13.44,29.54,70.41
10/7/2011,11.05,48.91,38.63,13.55,29.73,68.45
10/10/2011,11.19,51.04,39.94,13.78,31.21,71.42
10/11/2011,11.15,51.09,40.49,13.69,30.89,69.87
10/12/2011,11.39,51.72,41.55,13.67,30.82,69.75
10/13/2011,11.16,51.11,42,13.65,30.72,69.95
10/14/2011,11.42,52.59,42.17,13.72,30.93,75.44
10/17/2011,11.2,52.1,40.87,13.67,31.09,73.93
